question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
133,9,23,What nation signed away a fourth of its European land in a 1918 Treaty?,no,1.388380819,51,russia,RUSSIA,C,0,C
134,9,24,What country's civil war was described as a 'rehearsal for World War II'?,no,1.440593182,6,spain,SPAIN,C,0,C
117,9,25,What human organ (or organs) does a nephrologist treat?,no,1.226214946,114,kidney,KIDNEY,C,0,C
107,9,26,What is the last name of the first person to set foot on the moon?,no,0.393965136,109,armstrong,ARMSTRONG,C,1,C
82,9,27,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.21386246,107,,TOLSTOY,I,0,I
124,9,28,What major city is on an island in the St. Lawrence River?,no,1.320771961,41,,MONTREAL,I,0,I
64,9,29,What kind of poison did Socrates take at his execution?,no,1.132241234,7,,HEMLOCK,I,0,I
125,9,30,What is the name of the American who starred in the 1936 Olympics?,no,1.18832986,143,,OWENS,I,0,I
28,9,31,What is the last name of the author of the book 1984?,yes,1.366902288,148,,ORWELL,I,0,I
104,9,32,What is the name of the process by which plants make their food?,yes,1.919817878,131,photothesis,PHOTOSYNTHESIS,I,0,I
55,9,33,What is the last name of the scientist who discovered radium?,no,0.190663396,146,curie,CURIE,C,1,C
18,9,34,What is the capital of Delaware?,no,1.531659477,100,,DOVER,I,0,I
20,9,35,What is the capital of Kentucky?,no,1.231188705,52,,FRANKFORT,I,0,I
38,9,36,What is the last name of the author who wrote Brave New World?,no,1.356105895,75,,HUXLEY,I,0,I
109,9,37,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,no,1.260117158,2,,CHESHIRE,I,0,I
33,9,38,What is the name of the crime in which a person purposely betrays their country?,yes,1.489850757,49,trenous,TREASON,I,0,I
102,9,39,What is the capital of Russia?,N/A,0,108,moscow,MOSCOW,C,0,C
148,9,40,What country's ships transported four million African slaves to Brazil?,yes,1.788936611,142,portugal,PORTUGAL,C,0,C
25,9,41,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,60,obenhaimer,MANHATTAN,I,0,I
116,9,42,What is the last name of the person who defined 'The Beat Generation'?,yes,1.308870659,31,,KEROUAC,I,0,I
92,9,43,What is the last name of the man who showed that lightning is electricity?,N/A,0,19,franklin,FRANKLIN,C,0,C
135,9,44,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,N/A,0,84,siphincs,SPHINX,I,0,I
19,9,45,What is May's birthstone?,no,2.00857311,93,,EMERALD,I,0,I
21,9,46,What is the last name of the first U.S. President to die in office?,no,1.28172664,42,,HARRISON,I,0,I
138,9,47,What is the largest city in Canada?,N/A,0,62,ottawa,TORONTO,I,0,I
63,9,48,What is the last name of the author who wrote 'The Old Man and the Sea'?,N/A,0,136,hemingway,HEMINGWAY,C,0,C
13,9,49,What is the name of Batman's butler?,no,1.256161054,76,alfred,ALFRED,C,0,C
10,9,50,What is the last name of the man who wrote Canterbury Tales?,no,1.355394668,80,,CHAUCER,I,0,I
131,9,51,What staple crop does half the world's population depend on?,no,1.284337133,59,rice,RICE,C,0,C
32,9,52,What is the capital of Bulgaria?,yes,1.289122595,38,sophia,SOPHIA,C,0,C
123,9,53,What is the last name of the man who was president directly after James Madison?,no,1.528565972,120,,MONROE,I,0,I
48,9,54,What is the name of the man who assassinated Abraham Lincoln?,no,1.296911509,140,,BOOTH,I,0,I
42,9,55,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.433127286,69,,PREAKNESS,I,0,I
15,9,56,What is the last name of the male star of the movie Casablanca?,no,1.437756168,25,,BOGART,I,0,I
2,9,57,What is the name of the collar bone?,no,1.549085993,8,,CLAVICLE,I,0,I
97,9,58,Brown vs. Board of Education the landmark civil-rights case originated in what state?,no,1.418162914,66,,KANSAS,I,0,I
126,9,59,What is the last name of the artist who painted Guernica?,N/A,0,73,picasso,PICASSO,C,0,C
11,9,60,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.269906407,145,,JACKSON,I,0,I
114,9,61,What company invented the microprocessor in 1971?,no,1.166347833,55,intel,INTEL,C,0,C
90,9,62,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,1.280081353,89,,DAVID,I,0,I
89,9,63,What is the last name of the renowned English author who had been a Polish sailor?,no,1.573799761,130,,CONRAD,I,0,I
137,9,64,What liquor packs the punch in an Aztec Punch?,no,1.304213924,22,tequila,TEQUILA,C,0,C
80,9,65,What is the capital of Chile?,N/A,0,74,san diego,SANTIAGO,I,0,I
73,9,66,What country has the ancient ruins of Machu Picchu?,yes,1.281624484,128,peru,PERU,C,0,C
146,9,67,What country joins Central America to South America?,no,0.731743811,13,banama,PANAMA,C,1,I
98,9,68,Of which country is Nairobi the capital?,N/A,0,20,kenya,KENYA,C,0,C
93,9,69,What island is the largest in the world excluding Australia?,N/A,0,14,greenland,GREENLAND,C,0,C
54,9,70,What is the name of the island on which Napoleon was born?,no,1.353294092,121,,CORSICA,I,0,I
86,9,71,What nuts are used in marzipan? ,no,1.235038954,30,almonds,ALMONDS,C,0,C
8,9,72,What is the unit of electrical power that refers to the current of one ampere at one volt?,yes,1.988156002,10,watt,WATT,C,0,C
91,9,73,What is the last name of the man who supposedly killed Jesse James?,no,1.555062996,57,,FORD,I,0,I
61,9,74,What is the last name of the author of the James Bond novels?,no,1.402480557,34,,FLEMING,I,0,I
53,9,75,What is the northernmost country in continental South America?,no,2.154463579,72,columbia,COLOMBIA,C,0,I
87,9,76,What is the more common name for a mandrill?,no,1.441922924,97,,BABOON,I,0,I
85,9,77,What animals travel in pods? ,no,1.323709212,113,whale,WHALES,C,0,I
5,9,78,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,yes,1.84868578,21,hindenburg,HINDENBURG,C,0,C
121,9,79,What is the name for the astronomical bodies that enter the earth's atmosphere?,yes,1.519318454,70,,METEORS,I,0,I
34,9,80,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,no,1.348719905,127,,VENTNOR,I,0,I
6,9,81,In the bible whose name was changed to Israel?,no,1.305168018,16,jacob,JACOB,C,0,C
58,9,82,What's the northernmost Baltic republic?,no,1.175841395,1,,ESTONIA,I,0,I
40,9,83,What's the largest gland in the human body?,N/A,0,54,,LIVER,I,0,I
139,9,84,In which country is Angel Falls located?,no,0.718566398,82,,VENEZUELA,I,1,I
31,9,85,What was the capital of Czechoslovakia?,N/A,0,85,prague,PRAGUE,C,0,C
130,9,86,What's the 'Q' short for in Q-Tips?,no,1.286979434,129,quality,QUALITY,C,0,C
4,9,87,What was the name of the first Apollo lunar module that landed the first man on the moon?,no,1.474742431,40,,EAGLE,I,0,I
29,9,88,What is the last name of the man who assassinated President John Kennedy?,no,1.312585841,98,osward,OSWALD,C,0,I
140,9,89,What country was formerly known as the Belgian Congo?,no,1.33048358,123,,ZAIRE,I,0,I
14,9,90,Who was the title character in 'The Merchant of Venice'?,yes,1.374029608,133,antonio,ANTONIO,C,0,C
147,9,91,What is the name of the constellation that looks like a flying horse?,no,2.716573671,87,,PEGASUS,I,1,I
39,9,92,What country's capital is Tripoli?,yes,1.410854173,86,lybia,LIBYA,I,0,I
37,9,93,What is the last name of the boy in the book Treasure Island?,no,1.434237503,118,,HAWKINS,I,0,I
0,9,94,What is the name of the river that runs through Rome?,no,0.9105917,18,,TIBER,I,1,I
99,9,95,What is the last name of the president who is on the far right when you gaze at Mount Rushmore?,yes,1.309417783,96,lincoin,LINCOLN,C,0,I
9,9,96,What is the last name of Batman's secret identity in the Batman comics?,N/A,0,90,wayne,WAYNE,C,0,C
100,9,97,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.200694331,71,lion,LION,C,0,C
35,9,98,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,no,1.201044476,53,,WARHOL,I,0,I
110,9,99,What is the capital of Denmark?,N/A,0,64,copenhagen,COPENHAGEN,C,0,C
106,9,100,What is the longest river in South America?,no,1.613746998,144,amazon,AMAZON,C,0,C
129,9,101,What was Cinderella's coach made from?,no,1.262148714,122,pumpkin,PUMPKIN,C,0,C
67,9,102,What is the last name of the man who wrote the Star Spangled Banner?,no,1.341784973,105,,KEY,I,0,I
105,9,103,What virus killed two million people in 1967?,yes,2.536105315,47,smallpots,SMALLPOX,C,0,I
16,9,104,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,no,1.388617676,50,,CHILD,I,0,I
70,9,105,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,1.902817719,132,,MONTICELLO,I,0,I
77,9,106,What brand name drug is most often prescribed to treat attention deficit disorder?,no,1.21536451,137,,RITALIN,I,0,I
12,9,107,What drug was named after the Greek god of dreams?,yes,1.81819746,102,,MORPHINE,I,0,I
62,9,108,In which city is Michelangelo's statue of David located?,N/A,0,104,florence,FLORENCE,C,0,C
1,9,109,What is the name of the palace in London in which the monarch of England resides?,yes,2.683495449,56,buckinham palace,BUCKINGHAM,C,0,I
24,9,110,What is the capital of Jamaica?,no,1.132087682,106,kingston,KINGSTON,C,0,C
60,9,111,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.270452969,15,,FATHOM,I,0,I
149,9,112,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,1.760187684,110,praisly,PRESLEY,I,0,I
3,9,113,What is the last name of the author who wrote Brothers Karamazov?,no,1.341329515,39,,DOSTOEVSKY,I,0,I
49,9,114,What is the last name of the criminal known as Scarface?,yes,1.665230426,32,capone,CAPONE,C,0,C
132,9,115,What was the last name of the woman who designed and sewed the first American flag?,no,1.338554372,45,,ROSS,I,0,I
96,9,116,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.450036932,147,jordan,JORDAN,C,0,C
23,9,117,What country gave the world the word 'geyser' for a hot spring?,no,1.406836954,125,island,ICELAND,I,0,I
112,9,118,What is the first book of the Old Testament?,no,1.456300214,111,,GENESIS,I,0,I
81,9,119,In what country is the Dalai Lama's palace?,N/A,0,17,china,TIBET,I,0,I
144,9,120,What is the last name of the composer who wrote the opera 'Don Giovanni'?,yes,2.064821298,135,mozart,MOZART,C,0,C
76,9,121,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,no,1.242269893,23,,REVERE,I,0,I
72,9,122,What colorless gas is essential in the production of fertilizers and light bulbs?,yes,2.31360451,126,nitrogen,NITROGEN,C,0,C
22,9,123,Of which country is Budapest the capital?,N/A,0,44,hungary,HUNGARY,C,0,C
122,9,124,Which dynasty was in power throughout the 1500's in China?,N/A,0,149,ming,MING,C,0,C
30,9,125,What is the name of the organ that produces insulin?,no,1.496277781,65,pancrea,PANCREAS,C,0,I
143,9,126,What is the Taj Majal made of?,yes,2.008990204,112,marble,MARBLE,C,0,C
66,9,127,Over which river is the George Washington Bridge?,no,1.494435705,27,hudson,HUDSON,C,0,C
57,9,128,What is the last name of the man who invented the phonograph?,no,1.232815417,48,edison,EDISON,C,0,C
95,9,129,What is the last name of the discoverer of the vaccination for smallpox?,no,1.840765688,28,,JENNER,I,0,I
68,9,130,What Peanuts character clings to a security blanket?,no,1.206162524,58,,LINUS,I,0,I
119,9,131,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0,37,mayday,MAYFLOWER,I,0,I
17,9,132,What is the last name of the author who wrote Oliver Twist?,N/A,0,134,dikins,DICKENS,I,0,I
120,9,133,What city was Martin Luther King Jr. assassinated in?,yes,1.966285583,101,memphis,MEMPHIS,C,0,C
75,9,134,What is the world's largest snake?,N/A,0,150,python,PYTHON,C,0,C
74,9,135,In which sport does a rider on horseback hit a ball with a mallet?,yes,2.088227975,11,polo,POLO,C,0,C
83,9,136,What is the name of the mountain range that separates Asia from Europe?,no,1.553611887,24,ural,URAL,C,0,C
145,9,137,What is the last name of the man who invented dynamite?,N/A,0,9,nobel,NOBEL,C,0,C
94,9,138,What were raced in Greek and Roman hippodromes? ,no,1.338054103,4,horse,HORSES,C,0,I
27,9,139,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,yes,1.316266523,139,,NAUTILUS,I,0,I
51,9,140,Who was the first ruler of the Holy Roman Empire?,N/A,0,138,cesar,CHARLEMAGNE,I,0,I
41,9,141,What is the name of the furry animal that attacks cobra snakes?,no,1.541382082,92,,MONGOOSE,I,0,I
113,9,142,What is the last name of the villainous captain in the story Peter Pan?,no,1.28834954,5,,HOOK,I,0,I
26,9,143,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.500866604,119,,MONITOR,I,0,I
136,9,144,According to the FDA what's the only fish that produces real caviar?,no,1.326407842,79,,STURGEON,I,0,I
56,9,145,What is the last name of the commander who lost the battle of the Little Bighorn River?,yes,1.834551812,68,,CUSTER,I,0,I
69,9,146,What is the highest mountain in the U.S.?,no,1.705520144,94,,MCKINLEY,I,0,I
142,9,147,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.600472959,61,leopard,LEOPARD,C,0,C
44,9,148,What is the last name of the author of Little Women?,no,1.187068406,35,,ALCOTT,I,0,I
50,9,149,The general named Hannibal was from what city?,yes,1.477373058,67,,CARTHAGE,I,0,I
84,9,150,What's heaven to fallen Norse warriors?,yes,1.550827697,103,valhalla,VALHALLA,C,0,C
142,10,1,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.448418873,4,,LEOPARD,I,0,I
139,10,2,In which country is Angel Falls located?,N/A,0,36,venezuela,VENEZUELA,C,0,C
60,10,3,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.797086983,117,,FATHOM,I,0,I
123,10,4,What is the last name of the man who was president directly after James Madison?,yes,1.804274583,79,adams,MONROE,I,0,I
90,10,5,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,no,0.919503769,107,,DAVID,I,1,I
87,10,6,What is the more common name for a mandrill?,no,1.332378666,104,,BABOON,I,0,I
77,10,7,What brand name drug is most often prescribed to treat attention deficit disorder?,no,1.568712141,70,,RITALIN,I,0,I
42,10,8,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.665239912,125,,PREAKNESS,I,0,I
27,10,9,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.425114079,16,,NAUTILUS,I,0,I
101,10,10,In which city is Heathrow Airport located?,no,1.487760283,28,london,LONDON,C,0,C
13,10,11,What is the name of Batman's butler?,no,1.731362467,69,,ALFRED,I,0,I
124,10,12,What major city is on an island in the St. Lawrence River?,no,1.380804829,126,,MONTREAL,I,0,I
63,10,13,What is the last name of the author who wrote 'The Old Man and the Sea'?,N/A,0,77,hemingway,HEMINGWAY,C,0,C
23,10,14,What country gave the world the word 'geyser' for a hot spring?,no,0.938980893,72,,ICELAND,I,0,I
149,10,15,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,3.112808189,23,presley,PRESLEY,C,0,C
4,10,16,What was the name of the first Apollo lunar module that landed the first man on the moon?,no,1.537182468,140,,EAGLE,I,0,I
71,10,17,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.395187193,133,,NELSON,I,0,I
79,10,18,What spice do chefs pay the most for?,no,1.443580711,10,sappron,SAFFRON,I,0,I
43,10,19,What is the last name of the second U.S. president?,no,3.313024487,9,madison,ADAMS,I,1,I
84,10,20,What's heaven to fallen Norse warriors?,no,1.521015333,22,,VALHALLA,I,0,I
75,10,21,What is the world's largest snake?,yes,2.799045171,100,python,PYTHON,C,0,C
25,10,22,What is the name of the project which developed the atomic bomb during World War II?,no,1.982643403,145,manhattan,MANHATTAN,C,0,C
148,10,23,What country's ships transported four million African slaves to Brazil?,yes,2.11242932,138,portugal,PORTUGAL,C,0,C
141,10,24,What is the name of the captain of the Pequod in the book Moby Dick?,no,1.426779404,141,,AHAB,I,0,I
76,10,25,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,no,1.685608297,52,,REVERE,I,0,I
82,10,26,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,no,1.610556079,90,tolstoy,TOLSTOY,C,0,C
